nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence
1763,1982,11,3,yes,hisp,no,no,1.278796596,Trade,Service_Workers,NA
1763,1983,11,4,yes,hisp,no,no,1.335449167,Trade,Service_Workers,NA
1763,1984,11,5,no,hisp,no,no,1.526200314,Trade,Service_Workers,NA
1763,1985,11,6,no,hisp,no,no,1.434203558,Trade,Service_Workers,NA
1763,1986,11,7,no,hisp,no,yes,0.060374725,Trade,Service_Workers,NA
1763,1987,11,8,no,hisp,no,no,1.393775937,Trade,Service_Workers,NA
1777,1980,15,1,no,other,no,no,1.389388031,Trade,"Professional, Technical_and_kindred",NA
1777,1981,15,2,no,other,no,no,1.241713132,Professional_and_Related Service,Clerical_and_kindred,nothern_central
1777,1982,15,3,no,other,no,no,0.985908799,Professional_and_Related Service,Clerical_and_kindred,nothern_central
1777,1983,15,4,no,other,yes,no,1.144054314,Professional_and_Related Service,Clerical_and_kindred,nothern_central
1777,1984,15,5,no,other,yes,no,1.654600454,Transportation,Laborers_and_farmers,NA
1777,1985,15,6,yes,other,no,no,1.648178741,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
1777,1986,15,7,yes,other,no,no,1.333059875,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
1777,1987,15,8,no,other,no,no,1.738180788,Professional_and_Related Service,Service_Workers,nothern_central
1843,1980,15,2,no,other,yes,no,2.364290298,Manufacturing,"Professional, Technical_and_kindred",NA
1843,1981,15,3,no,other,yes,no,2.337618056,Manufacturing,"Managers, Officials_and_Proprietors",NA
1843,1982,15,4,no,other,yes,no,2.416440369,Manufacturing,Clerical_and_kindred,NA
1843,1983,15,5,no,other,yes,no,2.513867449,Manufacturing,"Professional, Technical_and_kindred",NA
1843,1984,15,6,no,other,yes,no,2.64762728,Manufacturing,"Managers, Officials_and_Proprietors",NA
1843,1985,15,7,no,other,yes,no,2.636213378,Manufacturing,"Professional, Technical_and_kindred",NA
1843,1986,15,8,no,other,yes,no,2.718755297,Manufacturing,Operatives_and_kindred,NA
1843,1987,15,9,no,other,yes,no,2.768744047,Manufacturing,"Professional, Technical_and_kindred",NA
1891,1980,12,2,yes,other,no,no,0.937173943,Trade,Operatives_and_kindred,north_east
1891,1981,12,3,no,other,no,no,1.018830371,Trade,Operatives_and_kindred,north_east
1891,1982,12,4,no,other,no,no,1.119958507,Manufacturing,Operatives_and_kindred,north_east
1891,1983,12,5,no,other,no,no,0.838389739,Trade,Service_Workers,nothern_central
1891,1984,12,6,no,other,no,no,1.246248288,Trade,Service_Workers,nothern_central
1891,1985,12,7,no,other,no,no,1.197977739,Trade,Service_Workers,nothern_central
1891,1986,12,8,no,other,no,no,1.253417728,Trade,Service_Workers,nothern_central
1891,1987,12,9,no,other,no,no,1.301463137,Trade,Service_Workers,nothern_central
1895,1980,13,2,no,other,no,no,1.654456199,Trade,Operatives_and_kindred,north_east
1895,1981,13,3,no,other,yes,no,1.589547754,Trade,Operatives_and_kindred,north_east
1895,1982,13,4,yes,other,yes,no,1.748772273,Public_Administration,Service_Workers,north_east
1895,1983,13,5,yes,other,yes,no,1.870592099,Public_Administration,Service_Workers,north_east
1895,1984,13,6,yes,other,yes,no,2.054109941,Business_and_Repair_Service,Service_Workers,north_east
1895,1985,13,7,yes,other,yes,no,1.903898463,Public_Administration,Service_Workers,north_east
1895,1986,13,8,yes,other,yes,no,2.083877024,Public_Administration,Service_Workers,north_east
1895,1987,13,9,yes,other,yes,no,2.28229239,Public_Administration,Service_Workers,nothern_central
1899,1980,12,3,no,other,no,no,1.447999567,Manufacturing,Laborers_and_farmers,north_east
1899,1981,12,4,no,other,no,no,1.241713132,Manufacturing,Clerical_and_kindred,north_east
1899,1982,12,5,no,other,yes,no,1.380348437,Manufacturing,Laborers_and_farmers,north_east
1899,1983,12,6,no,other,yes,no,0.980969614,Manufacturing,Operatives_and_kindred,nothern_central
1899,1984,12,7,no,other,yes,no,1.394864312,Manufacturing,Operatives_and_kindred,nothern_central
1899,1985,12,8,no,other,yes,no,1.401318663,Manufacturing,Operatives_and_kindred,nothern_central
1899,1986,12,9,no,other,yes,no,1.494579785,Manufacturing,Laborers_and_farmers,nothern_central
1899,1987,12,10,no,other,yes,no,1.362457649,Trade,Clerical_and_kindred,nothern_central
1925,1980,11,2,no,other,no,no,1.005991088,Trade,"Managers, Officials_and_Proprietors",nothern_central
1925,1981,11,3,no,other,no,no,1.637409566,Trade,Sales_Workers,nothern_central
1925,1982,11,4,no,other,no,no,1.570719128,Manufacturing,Operatives_and_kindred,nothern_central
1925,1983,11,5,no,other,no,no,1.757986259,Manufacturing,Operatives_and_kindred,nothern_central
1925,1984,11,6,no,other,yes,no,1.903860109,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1925,1985,11,7,no,other,yes,no,1.833581964,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1925,1986,11,8,no,other,yes,no,1.985459145,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1925,1987,11,9,no,other,yes,no,1.948571187,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1930,1980,11,2,no,other,no,no,1.074007485,Professional_and_Related Service,Service_Workers,north_east
1930,1981,11,3,no,other,no,no,0.966761996,Business_and_Repair_Service,Operatives_and_kindred,nothern_central
1930,1982,11,4,no,other,no,no,1.32425897,Trade,Operatives_and_kindred,nothern_central
1930,1983,11,5,no,other,no,no,0.560657998,Trade,Operatives_and_kindred,nothern_central
1930,1984,11,6,no,other,no,no,1.682546384,Trade,Operatives_and_kindred,nothern_central
1930,1985,11,7,no,other,no,no,1.85874351,Finance,"Managers, Officials_and_Proprietors",nothern_central
1930,1986,11,8,no,other,no,no,1.991016671,Finance,"Managers, Officials_and_Proprietors",nothern_central
1930,1987,11,9,no,other,yes,no,2.148760997,Finance,Sales_Workers,north_east
1961,1980,12,4,no,other,yes,no,1.166015515,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
1961,1981,12,5,no,other,yes,no,1.862028665,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
1961,1982,12,6,no,other,yes,no,1.850352066,Trade,Operatives_and_kindred,north_east
1961,1983,12,7,no,other,yes,no,1.834120691,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",north_east
1961,1984,12,8,no,other,yes,no,1.928381347,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",north_east
1961,1985,12,9,no,other,yes,no,1.859849891,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",north_east
1961,1986,12,10,no,other,yes,no,2.009258978,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
1961,1987,12,11,no,other,yes,no,2.298619283,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
1963,1980,11,2,no,other,no,no,1.508624188,Manufacturing,Operatives_and_kindred,nothern_central
1963,1981,11,3,no,other,no,no,1.506138343,Manufacturing,Operatives_and_kindred,nothern_central
1963,1982,11,4,no,other,yes,no,1.914808068,Manufacturing,Operatives_and_kindred,nothern_central
1963,1983,11,5,no,other,yes,no,1.819908632,Manufacturing,Operatives_and_kindred,nothern_central
1963,1984,11,6,no,other,yes,no,1.693128494,Manufacturing,"Professional, Technical_and_kindred",nothern_central
1963,1985,11,7,no,other,yes,no,1.682080292,Manufacturing,"Professional, Technical_and_kindred",nothern_central
1963,1986,11,8,no,other,yes,no,1.7158221,Manufacturing,Operatives_and_kindred,nothern_central
1963,1987,11,9,no,other,yes,no,1.747149458,Manufacturing,Sales_Workers,nothern_central
1979,1980,12,4,yes,other,yes,no,2.023541637,Manufacturing,Operatives_and_kindred,nothern_central
1979,1981,12,5,yes,other,no,no,2.004293749,Manufacturing,Operatives_and_kindred,nothern_central
1979,1982,12,6,yes,other,no,no,1.86106008,Manufacturing,Operatives_and_kindred,nothern_central
1979,1983,12,7,yes,other,no,no,2.071155962,Manufacturing,Operatives_and_kindred,nothern_central
1979,1984,12,8,yes,other,yes,no,1.995276632,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1979,1985,12,9,yes,other,yes,no,1.991968976,Manufacturing,"Professional, Technical_and_kindred",nothern_central
1979,1986,12,10,yes,other,yes,no,2.021503705,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
1979,1987,12,11,yes,other,yes,no,1.997938107,Manufacturing,Operatives_and_kindred,nothern_central
1988,1980,12,2,no,other,no,no,-0.247380776,Construction,Laborers_and_farmers,nothern_central
1988,1981,12,3,no,other,no,no,2.283536898,Manufacturing,Operatives_and_kindred,south
1988,1982,12,4,yes,other,no,no,1.294700168,Manufacturing,Operatives_and_kindred,south
1988,1983,12,5,no,other,no,no,1.150045944,Manufacturing,Operatives_and_kindred,nothern_central
1988,1984,12,6,no,other,no,no,1.57105088,Manufacturing,"Craftsmen, Foremen_and_kindred",south
1988,1985,12,7,no,other,no,no,-0.742698959,Construction,Laborers_and_farmers,nothern_central
1988,1986,12,8,no,other,no,no,1.851254729,Manufacturing,Operatives_and_kindred,nothern_central
1988,1987,12,9,no,other,no,no,1.972870331,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
2000,1980,11,3,yes,other,no,no,1.90495548,Manufacturing,Operatives_and_kindred,south
2000,1981,11,4,no,other,no,no,1.879262368,Manufacturing,Operatives_and_kindred,south
2000,1982,11,5,yes,other,yes,no,1.746195626,Manufacturing,Operatives_and_kindred,south
2000,1983,11,6,no,other,yes,no,2.093134869,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
2000,1984,11,7,no,other,yes,no,1.8447637,Manufacturing,Operatives_and_kindred,south
2000,1985,11,8,no,other,yes,no,1.678162249,Trade,Operatives_and_kindred,south
2000,1986,11,9,no,other,yes,no,1.765621945,Transportation,Operatives_and_kindred,south
2000,1987,11,10,yes,other,yes,no,1.759842285,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2014,1980,12,2,yes,other,no,no,2.359059249,Mining,"Craftsmen, Foremen_and_kindred",nothern_central
2014,1981,12,3,no,other,no,no,1.923095471,Personal_Service,Sales_Workers,nothern_central
2014,1982,12,4,no,other,no,no,1.404926873,Entertainment,"Managers, Officials_and_Proprietors",nothern_central
2014,1983,12,5,no,other,no,no,0.799549906,Entertainment,"Craftsmen, Foremen_and_kindred",nothern_central
2014,1984,12,6,no,other,no,no,1.314082233,Personal_Service,"Craftsmen, Foremen_and_kindred",nothern_central
2014,1985,12,7,no,other,no,no,1.261347712,Trade,Operatives_and_kindred,nothern_central
2014,1986,12,8,no,other,no,no,1.498433354,Trade,Operatives_and_kindred,nothern_central
2014,1987,12,9,no,other,no,no,1.550128557,Trade,Operatives_and_kindred,nothern_central
2025,1980,13,2,no,other,no,no,1.48389249,Trade,"Managers, Officials_and_Proprietors",nothern_central
2025,1981,13,3,no,other,yes,no,1.2339887,Trade,Service_Workers,south
2025,1982,13,4,no,other,yes,no,1.532616468,Trade,"Managers, Officials_and_Proprietors",nothern_central
2025,1983,13,5,no,other,yes,no,1.658470606,Trade,"Managers, Officials_and_Proprietors",nothern_central
2025,1984,13,6,no,other,yes,no,1.816277597,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
2025,1985,13,7,no,other,yes,no,2.015903521,Manufacturing,Operatives_and_kindred,nothern_central
2025,1986,13,8,no,other,yes,no,2.356571821,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
2025,1987,13,9,yes,other,yes,no,1.316654872,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
2038,1980,10,2,no,other,no,no,0.894395821,Entertainment,Service_Workers,nothern_central
2038,1981,10,3,no,other,no,no,1.04334961,Entertainment,Service_Workers,nothern_central
2038,1982,10,4,no,other,no,no,1.342459675,Finance,Service_Workers,nothern_central
2038,1983,10,5,no,other,no,no,1.311010652,Finance,Service_Workers,nothern_central
2038,1984,10,6,no,other,no,no,1.012559109,Trade,Service_Workers,nothern_central
2038,1985,10,7,no,other,no,no,1.329873808,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2038,1986,10,8,no,other,no,no,1.838888073,Manufacturing,"Professional, Technical_and_kindred",nothern_central
2038,1987,10,9,no,other,no,no,2.217753869,Business_and_Repair_Service,"Professional, Technical_and_kindred",nothern_central
2075,1980,12,5,yes,other,yes,no,2.005680239,Manufacturing,Operatives_and_kindred,south
2075,1981,12,6,yes,other,yes,no,1.759996567,Manufacturing,Operatives_and_kindred,south
2075,1982,12,7,yes,other,yes,no,1.873217464,Manufacturing,Operatives_and_kindred,south
2075,1983,12,8,no,other,yes,no,1.816977282,Manufacturing,"Professional, Technical_and_kindred",south
2075,1984,12,9,no,other,yes,no,1.869561212,Manufacturing,"Professional, Technical_and_kindred",south
2075,1985,12,10,no,other,yes,no,2.05844711,Manufacturing,Operatives_and_kindred,south
2075,1986,12,11,no,other,yes,no,2.234246981,Manufacturing,Operatives_and_kindred,south
2075,1987,12,12,no,other,yes,no,2.225133976,Manufacturing,"Professional, Technical_and_kindred",south
2101,1980,12,3,no,other,no,no,2.007615355,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",nothern_central
2101,1981,12,4,no,other,no,no,2.26336438,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
2101,1982,12,5,no,other,no,no,2.240549702,Trade,"Craftsmen, Foremen_and_kindred",NA
2101,1983,12,6,yes,other,no,no,2.34843653,Trade,Operatives_and_kindred,NA
2101,1984,12,7,no,other,no,no,2.488045211,Trade,"Craftsmen, Foremen_and_kindred",NA
2101,1985,12,8,yes,other,no,no,2.468285549,Trade,"Craftsmen, Foremen_and_kindred",NA
2101,1986,12,9,yes,other,yes,no,2.346576166,Transportation,"Craftsmen, Foremen_and_kindred",NA
2101,1987,12,10,no,other,yes,no,2.490344665,Transportation,"Craftsmen, Foremen_and_kindred",NA
2106,1980,12,4,yes,other,no,no,1.676566451,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2106,1981,12,5,yes,other,no,no,1.572434301,Manufacturing,Laborers_and_farmers,south
2106,1982,12,6,yes,other,no,no,1.764703797,Manufacturing,Operatives_and_kindred,south
2106,1983,12,7,yes,other,yes,no,1.815022247,Manufacturing,Clerical_and_kindred,south
2106,1984,12,8,yes,other,yes,no,1.772158543,Manufacturing,Clerical_and_kindred,south
2106,1985,12,9,yes,other,yes,no,1.846004484,Manufacturing,Clerical_and_kindred,south
2106,1986,12,10,yes,other,yes,no,1.845355007,Manufacturing,Laborers_and_farmers,south
2106,1987,12,11,yes,other,yes,no,1.812288761,Business_and_Repair_Service,Clerical_and_kindred,south
2107,1980,10,2,no,other,no,no,1.29659992,Trade,Operatives_and_kindred,south
2107,1981,10,3,no,other,no,no,1.614659856,Trade,Operatives_and_kindred,south
2107,1982,10,4,yes,other,no,no,1.250571254,Manufacturing,Operatives_and_kindred,south
2107,1983,10,5,yes,other,no,no,1.491859342,Manufacturing,Operatives_and_kindred,south
2107,1984,10,6,no,other,yes,no,1.890576298,Public_Administration,Service_Workers,south
2107,1985,10,7,no,other,yes,no,1.943642954,Public_Administration,Service_Workers,south
2107,1986,10,8,no,other,yes,no,2.054195573,Public_Administration,Service_Workers,south
2107,1987,10,9,no,other,yes,no,2.035432312,Public_Administration,Service_Workers,south
2108,1980,12,2,no,other,no,no,1.467417652,Manufacturing,Operatives_and_kindred,nothern_central
2108,1981,12,3,yes,other,no,no,1.961658506,Manufacturing,Operatives_and_kindred,south
2108,1982,12,4,yes,other,yes,no,2.072073552,Construction,Clerical_and_kindred,south
2108,1983,12,5,yes,other,yes,no,2.105471186,Manufacturing,"Professional, Technical_and_kindred",south
2108,1984,12,6,yes,other,yes,no,2.051930916,Manufacturing,"Professional, Technical_and_kindred",south
2108,1985,12,7,yes,other,yes,no,2.333261362,Manufacturing,"Professional, Technical_and_kindred",south
2108,1986,12,8,yes,other,yes,no,2.471034404,Manufacturing,"Professional, Technical_and_kindred",south
2108,1987,12,9,yes,other,yes,no,2.454142647,Manufacturing,"Professional, Technical_and_kindred",south
2147,1980,11,2,no,other,no,no,-0.021080988,Trade,Service_Workers,NA
2147,1981,11,3,no,other,no,no,-0.148845628,Trade,Service_Workers,NA
2147,1982,11,4,no,other,no,no,0.180695294,Trade,Service_Workers,NA
2147,1983,11,5,no,other,no,no,-0.036154479,Trade,"Managers, Officials_and_Proprietors",NA
2147,1984,11,6,no,other,no,no,0.39734814,Trade,Clerical_and_kindred,NA
2147,1985,11,7,no,other,no,no,0.972621253,Trade,Clerical_and_kindred,NA
2147,1986,11,8,no,other,no,no,0.563094428,Trade,"Managers, Officials_and_Proprietors",NA
2147,1987,11,9,no,other,no,no,0.759070044,Trade,Service_Workers,NA
2157,1980,11,5,no,other,no,yes,1.462084306,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2157,1981,11,6,no,other,yes,yes,0.326793203,Personal_Service,Operatives_and_kindred,NA
2157,1982,11,7,no,other,yes,yes,1.563962238,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2157,1983,11,8,no,other,yes,yes,1.113192534,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2157,1984,11,9,yes,other,yes,no,1.209602657,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2157,1985,11,10,no,other,yes,yes,1.129472166,Construction,"Craftsmen, Foremen_and_kindred",NA
2157,1986,11,11,no,other,yes,no,1.354513845,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
2157,1987,11,12,no,other,yes,yes,0.492243785,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
2163,1980,12,4,yes,other,yes,no,2.168267053,Mining,Operatives_and_kindred,NA
2163,1981,12,5,yes,other,yes,no,2.48316903,Mining,Operatives_and_kindred,NA
2163,1982,12,6,yes,other,yes,no,1.900223896,Mining,Operatives_and_kindred,NA
2163,1983,12,7,yes,other,yes,no,2.602959992,Mining,Operatives_and_kindred,NA
2163,1984,12,8,yes,other,yes,no,2.328792185,Mining,Laborers_and_farmers,NA
2163,1985,12,9,yes,other,yes,no,2.189776023,Mining,Operatives_and_kindred,NA
2163,1986,12,10,yes,other,yes,no,2.22854896,Mining,Operatives_and_kindred,NA
2163,1987,12,11,yes,other,yes,no,2.323114384,Trade,Operatives_and_kindred,NA
2173,1980,12,2,no,other,no,no,1.342639051,Business_and_Repair_Service,Operatives_and_kindred,NA
2173,1981,12,3,no,other,no,no,1.295780354,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2173,1982,12,4,no,other,no,no,1.233744963,Trade,Operatives_and_kindred,NA
2173,1983,12,5,no,other,yes,no,1.204113165,Trade,Operatives_and_kindred,NA
2173,1984,12,6,no,other,yes,no,1.307852935,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2173,1985,12,7,no,other,yes,no,1.478279704,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
2173,1986,12,8,no,other,yes,no,1.458212141,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2173,1987,12,9,no,other,yes,no,1.649769831,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2180,1980,10,2,no,other,no,no,1.18870425,Manufacturing,Operatives_and_kindred,NA
2180,1981,10,3,no,other,no,no,1.485739291,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2180,1982,10,4,no,other,no,no,1.22340861,Manufacturing,Laborers_and_farmers,NA
2180,1983,10,5,no,other,no,no,1.647448547,Manufacturing,Clerical_and_kindred,NA
2180,1984,10,6,no,other,yes,no,1.80032942,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2180,1985,10,7,no,other,yes,no,1.871322292,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2180,1986,10,8,no,other,yes,no,1.832206534,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2180,1987,10,9,no,other,yes,no,1.975562122,Manufacturing,Operatives_and_kindred,NA
2183,1980,13,1,no,other,no,no,1.387374945,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2183,1981,13,2,no,other,no,no,1.464856684,Manufacturing,Laborers_and_farmers,NA
2183,1982,13,3,no,other,no,no,1.273565856,Manufacturing,Operatives_and_kindred,NA
2183,1983,13,4,no,other,yes,no,1.443047178,Manufacturing,Operatives_and_kindred,south
2183,1984,13,5,no,other,yes,no,1.63125309,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2183,1985,13,6,no,other,yes,no,1.948283333,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2183,1986,13,7,no,other,yes,no,2.062085343,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2183,1987,13,8,no,other,yes,no,2.12776285,Manufacturing,"Managers, Officials_and_Proprietors",south
2216,1980,12,1,no,other,yes,no,1.646450505,Construction,"Craftsmen, Foremen_and_kindred",NA
2216,1981,12,2,no,other,yes,no,1.094869302,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2216,1982,12,3,no,other,no,no,2.092913703,Construction,"Craftsmen, Foremen_and_kindred",south
2216,1983,12,4,no,other,no,no,1.387717596,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2216,1984,12,5,yes,other,yes,no,1.845065314,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2216,1985,12,6,no,other,yes,no,2.171426885,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2216,1986,12,7,no,other,no,no,2.341966373,Construction,"Craftsmen, Foremen_and_kindred",south
2216,1987,12,8,no,other,yes,no,2.015887716,Construction,"Craftsmen, Foremen_and_kindred",south
2220,1980,14,2,yes,other,no,no,1.957223909,Transportation,Clerical_and_kindred,south
2220,1981,14,3,yes,other,no,no,1.727465119,Transportation,Clerical_and_kindred,south
2220,1982,14,4,yes,other,no,no,2.058228145,Transportation,Operatives_and_kindred,south
2220,1983,14,5,no,other,yes,no,2.390386392,Transportation,"Professional, Technical_and_kindred",south
2220,1984,14,6,yes,other,yes,no,2.429760786,Transportation,"Professional, Technical_and_kindred",south
2220,1985,14,7,no,other,no,no,2.629007994,Transportation,"Professional, Technical_and_kindred",south
2220,1986,14,8,no,other,no,no,2.342639153,Transportation,"Professional, Technical_and_kindred",south
2220,1987,14,9,no,other,yes,no,2.400075425,Public_Administration,"Professional, Technical_and_kindred",south
2227,1980,12,3,no,other,yes,no,1.091324623,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2227,1981,12,4,no,other,yes,no,1.445717782,Construction,Laborers_and_farmers,NA
2227,1982,12,5,yes,other,yes,no,1.450552696,Construction,"Craftsmen, Foremen_and_kindred",NA
2227,1983,12,6,no,other,yes,no,1.478550011,Construction,Laborers_and_farmers,NA
2227,1984,12,7,no,other,yes,no,1.549014992,Construction,"Craftsmen, Foremen_and_kindred",NA
2227,1985,12,8,no,other,yes,no,1.478279704,Construction,"Craftsmen, Foremen_and_kindred",NA
2227,1986,12,9,no,other,no,no,1.494579785,Construction,Laborers_and_farmers,NA
2227,1987,12,10,yes,other,yes,no,1.589145209,Construction,"Craftsmen, Foremen_and_kindred",NA
2264,1980,12,2,no,black,no,no,1.056437364,Manufacturing,Operatives_and_kindred,NA
2264,1981,12,3,no,black,no,no,1.029619417,Manufacturing,Operatives_and_kindred,NA
2264,1982,12,4,yes,black,no,no,1.381417384,Manufacturing,Operatives_and_kindred,NA
2264,1983,12,5,yes,black,no,no,1.437728016,Manufacturing,Operatives_and_kindred,south
2264,1984,12,6,yes,black,no,no,1.618007863,Manufacturing,Operatives_and_kindred,south
2264,1985,12,7,no,black,no,no,-0.59378173,Manufacturing,Operatives_and_kindred,south
2264,1986,12,8,no,black,yes,no,1.640533698,Manufacturing,Operatives_and_kindred,south
2264,1987,12,9,yes,black,yes,no,1.649769831,Trade,Operatives_and_kindred,south
2306,1980,9,3,no,other,no,no,1.649739209,Agricultural,Laborers_and_farmers,south
2306,1981,9,4,no,other,yes,no,-0.405465108,Construction,Laborers_and_farmers,south
2306,1982,9,5,no,other,yes,no,1.005805239,Agricultural,Operatives_and_kindred,south
2306,1983,9,6,no,other,yes,no,1.152693677,Construction,"Craftsmen, Foremen_and_kindred",south
2306,1984,9,7,no,other,yes,no,1.421092867,Construction,"Craftsmen, Foremen_and_kindred",south
2306,1985,9,8,yes,other,yes,no,1.273485291,Construction,"Craftsmen, Foremen_and_kindred",south
2306,1986,9,9,no,other,yes,no,1.238150256,Construction,"Craftsmen, Foremen_and_kindred",south
2306,1987,9,10,no,other,yes,no,1.706928245,Construction,"Craftsmen, Foremen_and_kindred",south
2312,1980,13,2,no,other,yes,no,1.637381638,Construction,Clerical_and_kindred,south
2312,1981,13,3,no,other,yes,no,1.719438808,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2312,1982,13,4,no,other,yes,no,1.926892143,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2312,1983,13,5,no,other,yes,no,1.992131659,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2312,1984,13,6,no,other,no,no,2.17656489,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2312,1985,13,7,no,other,no,no,2.07110307,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2312,1986,13,8,no,other,no,no,2.401301066,Manufacturing,"Managers, Officials_and_Proprietors",south
2312,1987,13,9,no,other,no,no,2.342917012,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2314,1980,12,5,no,other,no,yes,2.035786232,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
2314,1981,12,6,no,other,no,no,1.929380847,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2314,1982,12,7,no,other,no,no,1.898800408,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
2314,1983,12,8,no,other,yes,no,2.088315582,Public_Administration,"Craftsmen, Foremen_and_kindred",south
2314,1984,12,9,yes,other,yes,no,2.023472971,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2314,1985,12,10,yes,other,yes,no,2.011084234,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
2314,1986,12,11,yes,other,yes,no,2.07439828,Professional_and_Related Service,"Craftsmen, Foremen_and_kindred",south
2314,1987,12,12,yes,other,yes,no,2.055234939,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
2329,1980,14,1,no,other,yes,no,1.379098453,Trade,Operatives_and_kindred,south
2329,1981,14,2,no,other,yes,no,1.763172012,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
2329,1982,14,3,no,other,yes,no,2.108060519,Trade,"Craftsmen, Foremen_and_kindred",south
2329,1983,14,4,no,other,yes,no,1.811384915,Trade,"Craftsmen, Foremen_and_kindred",south
2329,1984,14,5,no,other,yes,no,1.743171006,Trade,"Craftsmen, Foremen_and_kindred",south
2329,1985,14,6,no,other,yes,no,1.947356978,Trade,"Craftsmen, Foremen_and_kindred",south
2329,1986,14,7,no,other,yes,no,2.13733552,Trade,"Craftsmen, Foremen_and_kindred",south
2329,1987,14,8,no,other,yes,no,1.812896171,Trade,"Craftsmen, Foremen_and_kindred",south
2335,1980,12,5,no,other,no,no,1.567888183,Trade,Sales_Workers,south
2335,1981,12,6,no,other,no,no,1.539057116,Trade,Sales_Workers,south
2335,1982,12,7,no,other,no,no,1.285038257,Trade,Sales_Workers,south
2335,1983,12,8,no,other,no,no,1.437728016,Trade,Clerical_and_kindred,south
2335,1984,12,9,no,other,no,no,1.762589092,Trade,Clerical_and_kindred,south
2335,1985,12,10,no,other,no,no,1.514647348,Professional_and_Related Service,Clerical_and_kindred,south
2335,1986,12,11,no,other,no,no,1.494579785,Manufacturing,"Managers, Officials_and_Proprietors",south
2335,1987,12,12,no,other,yes,no,1.301463137,Transportation,Clerical_and_kindred,south
2341,1980,11,2,no,other,no,no,0.902041178,Trade,Sales_Workers,south
2341,1981,11,3,yes,other,no,no,1.078809661,Transportation,Clerical_and_kindred,south
